,elec,hum,rain_fall,rain_type,temp,wind_dir,wind_pwr
2019-01-01 00:00,3330.816,56.0,0.0,None,-4.7,65.0,1.1
2019-01-01 01:00,3339.2,50.0,0.0,None,-3.8,15.0,2.2
2019-01-01 02:00,3287.616,54.0,0.0,None,-2.8,348.0,2.9
2019-01-01 03:00,3287.04,51.0,0.0,None,-1.2,316.0,2.9
2019-01-01 04:00,3372.672,49.0,0.0,None,-0.5,286.0,3.3
2019-01-01 05:00,3560.32,47.0,0.0,None,-0.8,307.0,2.8
2019-01-01 06:00,3610.24,47.0,0.0,None,-1.2,273.0,3.1
2019-01-01 07:00,3779.712,49.0,0.0,None,-1.4,281.0,3.0
2019-01-01 08:00,3616.0640000000003,52.0,0.0,None,-2.0,289.0,2.3
2019-01-01 09:00,3285.312,48.0,0.0,None,-2.5,298.0,2.8
2019-01-01 10:00,3143.488,42.0,0.0,None,-2.9,279.0,1.7
2019-01-01 11:00,3199.4240000000004,42.0,0.0,None,-4.2,313.0,3.0
2019-01-01 12:00,3208.96,49.0,0.0,None,-4.7,328.0,2.5
2019-01-01 13:00,3183.9359999999997,56.0,0.0,None,-5.0,302.0,1.5
2019-01-01 14:00,3103.9359999999997,64.0,0.0,None,-4.9,295.0,1.1
2019-01-01 15:00,3284.928,67.0,0.0,None,-6.7,57.0,0.8
2019-01-01 16:00,3298.368,75.0,0.0,None,-8.0,16.0,0.5
2019-01-01 17:00,3496.704,73.0,0.0,None,-8.0,21.0,1.0
2019-01-01 18:00,3660.0959999999995,73.0,0.0,None,-9.3,20.0,0.5
2019-01-01 19:00,3516.6079999999997,78.0,0.0,None,-9.4,43.0,0.5
2019-01-01 20:00,3321.728,79.0,0.0,None,-9.3,33.0,0.9
2019-01-01 21:00,3390.848,77.0,0.0,None,-9.1,35.0,1.3
2019-01-01 22:00,3163.776,80.0,0.0,None,-9.3,31.0,0.7
2019-01-01 23:00,3212.928,74.0,0.0,None,-6.5,46.0,0.7
2019-01-02 00:00,3148.032,74.0,0.0,None,-4.0,350.0,1.5
2019-01-02 01:00,3151.1679999999997,42.0,0.0,None,-3.4,357.0,1.9
2019-01-02 02:00,3160.32,32.0,0.0,None,-2.5,352.0,2.4
2019-01-02 03:00,3186.304,30.0,0.0,None,-1.8,303.0,2.0
2019-01-02 04:00,3204.992,26.0,0.0,None,-1.0,337.0,2.4
2019-01-02 05:00,3881.0879999999997,24.0,0.0,None,-0.5,355.0,2.0
2019-01-02 06:00,4244.352,25.0,0.0,None,-0.7,278.0,1.4
2019-01-02 07:00,4923.264,37.0,0.0,None,-1.2,287.0,1.0
2019-01-02 08:00,5289.215999999999,44.0,0.0,None,-2.3,264.0,1.3
2019-01-02 09:00,5120.896,52.0,0.0,None,-2.5,273.0,1.6
2019-01-02 10:00,4854.976,57.0,0.0,None,-3.5,270.0,1.0
2019-01-02 11:00,4778.752,61.0,0.0,None,-5.1,34.0,0.9
2019-01-02 12:00,4847.488,65.0,0.0,None,-3.5,318.0,1.5
2019-01-02 13:00,4876.6720000000005,57.0,0.0,None,-4.2,311.0,2.0
2019-01-02 14:00,4964.288,69.0,0.0,None,-5.8,41.0,1.0
2019-01-02 15:00,5027.712,72.0,0.0,None,-7.1,79.0,0.7
2019-01-02 16:00,4919.168,75.0,0.0,None,-8.0,25.0,0.4
2019-01-02 17:00,4614.335999999999,77.0,0.0,None,-8.1,40.0,1.0
2019-01-02 18:00,4389.568,75.0,0.0,None,-9.1,48.0,0.6
2019-01-02 19:00,4115.776,75.0,0.0,None,-8.8,41.0,0.9
2019-01-02 20:00,3977.664,79.0,0.0,None,-9.4,37.0,1.0
2019-01-02 21:00,3937.792,79.0,0.0,None,-9.0,40.0,1.3
2019-01-02 22:00,3566.528,77.0,0.0,None,-9.0,45.0,0.1
2019-01-02 23:00,3467.712,67.0,0.0,None,-6.1,43.0,0.5
2019-01-03 00:00,3537.792,63.0,0.0,None,-3.6,351.0,1.1
2019-01-03 01:00,3530.6240000000003,36.0,0.0,None,-2.1,353.0,1.6
2019-01-03 02:00,3558.656,29.0,0.0,None,-1.5,1.0,1.9
2019-01-03 03:00,3585.408,27.0,0.0,None,-0.6,15.0,2.3
2019-01-03 04:00,3568.256,27.0,0.0,None,1.2,316.0,1.9
2019-01-03 05:00,4098.432,21.0,0.0,None,1.7,307.0,1.4
2019-01-03 06:00,4459.52,23.0,0.0,None,1.7,330.0,1.8
2019-01-03 07:00,4998.272,26.0,0.0,None,1.1,323.0,1.5
2019-01-03 08:00,5138.304,30.0,0.0,None,0.0,276.0,1.8
2019-01-03 09:00,5119.232,35.0,0.0,None,-1.2,261.0,1.7
2019-01-03 10:00,4758.848,45.0,0.0,None,-2.4,2.0,0.5
2019-01-03 11:00,4632.96,51.0,0.0,None,-3.7,11.0,0.2
2019-01-03 12:00,4799.36,52.0,0.0,None,-4.7,45.0,0.7
2019-01-03 13:00,4742.784000000001,52.0,0.0,None,-4.5,38.0,1.1
2019-01-03 14:00,4814.592000000001,53.0,0.0,None,-5.2,62.0,0.5
2019-01-03 15:00,4810.432,56.0,0.0,None,-5.8,24.0,0.7
2019-01-03 16:00,4793.407999999999,58.0,0.0,None,-6.3,17.0,0.4
2019-01-03 17:00,4684.608,68.0,0.0,None,-6.2,7.0,0.6
2019-01-03 18:00,4521.152,73.0,0.0,None,-7.2,52.0,0.6
2019-01-03 19:00,4124.288,76.0,0.0,None,-7.1,50.0,0.2
2019-01-03 20:00,3927.488,79.0,0.0,None,-6.7,63.0,0.9
2019-01-03 21:00,3959.488,79.0,0.0,None,-6.7,60.0,0.7
2019-01-03 22:00,3585.0240000000003,79.0,0.0,None,-6.7,49.0,0.7
2019-01-03 23:00,3498.752,75.0,0.0,None,-4.4,355.0,1.1
2019-01-04 00:00,3517.44,58.0,0.0,None,-2.7,48.0,0.3
2019-01-04 01:00,3514.4320000000002,54.0,0.0,None,-0.2,87.0,0.9
2019-01-04 02:00,3515.5840000000003,45.0,0.0,None,1.1,197.0,1.4
2019-01-04 03:00,3485.952,41.0,0.0,None,2.4,214.0,2.3
2019-01-04 04:00,3560.1279999999997,43.0,0.0,None,3.5,210.0,1.8
2019-01-04 05:00,4129.024,48.0,0.0,None,3.3,234.0,1.7
2019-01-04 06:00,4400.0,63.0,0.0,None,3.1,241.0,2.1
2019-01-04 07:00,4982.656,73.0,0.0,None,2.5,244.0,1.9
2019-01-04 08:00,5102.335999999999,84.0,0.0,None,1.3,177.0,1.0
2019-01-04 09:00,4955.84,84.0,0.0,None,0.4,205.0,0.4
2019-01-04 10:00,4823.04,90.0,0.0,None,0.2,54.0,0.5
2019-01-04 11:00,4821.8240000000005,90.0,0.0,None,-1.7,31.0,0.9
2019-01-04 12:00,4878.72,96.0,0.0,None,-2.0,44.0,0.8
2019-01-04 13:00,4876.928,97.0,0.0,None,-2.1,41.0,1.1
2019-01-04 14:00,4758.4,97.0,0.0,None,-2.7,286.0,0.4
2019-01-04 15:00,4794.816,97.0,0.0,None,-0.9,316.0,2.4
2019-01-04 16:00,4775.488,95.0,0.0,None,-1.5,314.0,2.6
2019-01-04 17:00,4557.248,94.0,0.0,None,-1.9,322.0,2.3
2019-01-04 18:00,4354.624,80.0,0.0,None,-2.4,332.0,2.1
2019-01-04 19:00,4105.215999999999,79.0,0.0,None,-2.9,322.0,1.7
2019-01-04 20:00,3917.44,81.0,0.0,None,-3.2,315.0,1.7
2019-01-04 21:00,3857.216,79.0,0.0,None,-3.9,319.0,1.8
2019-01-04 22:00,3478.586,74.0,0.0,None,-4.3,319.0,1.6
2019-01-04 23:00,3099.9559999999997,62.0,0.0,None,-4.1,328.0,3.1
2019-01-05 00:00,3133.155,55.0,0.0,None,-3.5,317.0,2.6
2019-01-05 01:00,3131.9829999999997,42.0,0.0,None,-2.8,326.0,2.2
2019-01-05 02:00,3074.0640000000003,35.0,0.0,None,-2.0,318.0,2.7
2019-01-05 03:00,3076.502,28.0,0.0,None,-0.5,316.0,3.1
2019-01-05 04:00,3084.937,22.0,0.0,None,0.0,309.0,2.7
2019-01-05 05:00,3505.94,23.0,0.0,None,0.3,308.0,2.9
2019-01-05 06:00,3517.8,23.0,0.0,None,0.2,318.0,2.7
2019-01-05 07:00,3544.616,26.0,0.0,None,0.0,302.0,2.0
2019-01-05 08:00,3509.812,30.0,0.0,None,-1.0,276.0,2.2
2019-01-05 09:00,3437.758,34.0,0.0,None,-0.9,310.0,1.8
2019-01-05 10:00,3129.6279999999997,36.0,0.0,None,-1.8,316.0,2.5
2019-01-05 11:00,3135.1679999999997,40.0,0.0,None,-2.9,322.0,2.4
2019-01-05 12:00,3250.56,47.0,0.0,None,-3.7,329.0,2.0
2019-01-05 13:00,3168.3920000000003,52.0,0.0,None,-4.3,310.0,1.4
2019-01-05 14:00,3192.0559999999996,60.0,0.0,None,-4.5,319.0,1.5
2019-01-05 15:00,3396.836,54.0,0.0,None,-4.7,324.0,1.7
2019-01-05 16:00,3488.26,54.0,0.0,None,-6.0,56.0,1.0
2019-01-05 17:00,3400.744,60.0,0.0,None,-6.4,101.0,0.6
2019-01-05 18:00,3374.9320000000002,60.0,0.0,None,-5.2,299.0,1.0
2019-01-05 19:00,3229.804,55.0,0.0,None,-5.7,188.0,0.5
2019-01-05 20:00,3346.232,55.0,0.0,None,-5.3,51.0,1.1
2019-01-05 21:00,3309.112,56.0,0.0,None,-5.8,28.0,1.2
2019-01-05 22:00,3253.968,57.0,0.0,None,-5.1,322.0,1.7
2019-01-05 23:00,3289.344,61.0,0.0,None,-5.0,345.0,1.1
2019-01-06 00:00,3347.72,43.0,0.0,None,-3.6,28.0,1.1
2019-01-06 01:00,3402.272,38.0,0.0,None,-1.4,328.0,0.7
2019-01-06 02:00,3345.9840000000004,30.0,0.0,None,-0.4,294.0,1.9
2019-01-06 03:00,3323.5759999999996,26.0,0.0,None,0.0,30.0,1.5
2019-01-06 04:00,3390.552,25.0,0.0,None,1.9,359.0,1.6
2019-01-06 05:00,3487.9359999999997,24.0,0.0,None,1.3,303.0,2.6
2019-01-06 06:00,3483.552,31.0,0.0,None,1.1,284.0,2.3
2019-01-06 07:00,3379.712,34.0,0.0,None,0.0,281.0,2.2
2019-01-06 08:00,3246.768,40.0,0.0,None,-0.9,279.0,1.9
2019-01-06 09:00,3220.136,50.0,0.0,None,-1.2,284.0,1.3
2019-01-06 10:00,3036.0,49.0,0.0,None,-3.1,87.0,0.6
2019-01-06 11:00,2971.656,53.0,0.0,None,-3.9,157.0,0.1
2019-01-06 12:00,2919.704,58.0,0.0,None,-4.4,359.0,0.2
2019-01-06 13:00,2920.76,58.0,0.0,None,-4.8,27.0,0.8
2019-01-06 14:00,2992.8559999999998,62.0,0.0,None,-5.4,22.0,1.0
2019-01-06 15:00,3122.9440000000004,63.0,0.0,None,-5.7,41.0,0.7
2019-01-06 16:00,3196.8320000000003,67.0,0.0,None,-6.1,52.0,0.1
2019-01-06 17:00,3252.112,67.0,0.0,None,-4.8,348.0,0.8
2019-01-06 18:00,3304.992,71.0,0.0,None,-6.7,34.0,1.0
2019-01-06 19:00,3254.928,74.0,0.0,None,-7.3,144.0,0.4
2019-01-06 20:00,3401.728,77.0,0.0,None,-7.6,41.0,0.8
2019-01-06 21:00,3421.8559999999998,79.0,0.0,None,-7.8,45.0,0.8
2019-01-06 22:00,3428.272,79.0,0.0,None,-6.8,69.0,0.7
2019-01-06 23:00,3455.5840000000003,72.0,0.0,None,-5.2,43.0,0.8
2019-01-07 00:00,3377.5040000000004,57.0,0.0,None,-2.6,41.0,0.7
2019-01-07 01:00,3364.304,43.0,0.0,None,-0.3,17.0,1.3
2019-01-07 02:00,3339.072,37.0,0.0,None,1.4,356.0,1.9
2019-01-07 03:00,3382.784,34.0,0.0,None,1.5,4.0,2.6
2019-01-07 04:00,3375.92,39.0,0.0,None,2.5,359.0,2.1
2019-01-07 05:00,3911.5040000000004,34.0,0.0,None,3.0,327.0,1.6
2019-01-07 06:00,4305.616,33.0,0.0,None,2.5,344.0,2.0
2019-01-07 07:00,4889.1359999999995,42.0,0.0,None,2.0,315.0,1.0
2019-01-07 08:00,5139.248,47.0,0.0,None,0.8,275.0,1.1
2019-01-07 09:00,5045.344,58.0,0.0,None,0.7,263.0,1.6
2019-01-07 10:00,4785.872,67.0,0.0,None,0.5,281.0,2.2
2019-01-07 11:00,4477.232,69.0,0.0,None,0.2,320.0,1.3
2019-01-07 12:00,4595.584,73.0,0.0,None,-0.1,319.0,1.8
2019-01-07 13:00,4654.08,73.0,0.0,None,-0.9,274.0,1.6
2019-01-07 14:00,4603.888,71.0,0.0,None,-0.9,281.0,1.8
2019-01-07 15:00,4765.76,61.0,0.0,None,-1.6,329.0,2.3
2019-01-07 16:00,4741.072,51.0,0.0,None,-2.0,315.0,2.0
2019-01-07 17:00,4490.496,48.0,0.0,None,-2.3,306.0,1.7
2019-01-07 18:00,4381.168,54.0,0.0,None,-2.8,318.0,1.3
2019-01-07 19:00,4038.288,58.0,0.0,None,-4.8,39.0,1.3
2019-01-07 20:00,3855.952,66.0,0.0,None,-6.1,45.0,0.3
2019-01-07 21:00,3828.56,66.0,0.0,None,-6.4,40.0,0.8
2019-01-07 22:00,3712.8320000000003,66.0,0.0,None,-6.2,38.0,0.9
2019-01-07 23:00,3701.488,61.0,0.0,None,-4.3,33.0,1.5
2019-01-08 00:00,3732.96,49.0,0.0,None,-1.9,313.0,3.9
2019-01-08 01:00,3770.208,33.0,0.0,None,-1.5,314.0,3.6
2019-01-08 02:00,3790.56,31.0,0.0,None,-0.9,329.0,4.1
2019-01-08 03:00,3746.6240000000003,24.0,0.0,None,-0.3,306.0,3.8
2019-01-08 04:00,3732.992,22.0,0.0,None,0.1,323.0,4.2
2019-01-08 05:00,4144.928,24.0,0.0,None,0.9,325.0,4.4
2019-01-08 06:00,4419.008,24.0,0.0,None,0.5,332.0,4.4
2019-01-08 07:00,4898.4,22.0,0.0,None,-0.6,320.0,3.4
2019-01-08 08:00,5154.24,26.0,0.0,None,-1.7,327.0,4.1
2019-01-08 09:00,4892.224,30.0,0.0,None,-3.4,328.0,6.0
2019-01-08 10:00,4606.112,38.0,0.0,None,-4.8,319.0,4.5
2019-01-08 11:00,4420.0,40.0,0.0,None,-5.0,320.0,3.0
2019-01-08 12:00,4693.376,39.0,0.0,None,-5.3,313.0,2.6
2019-01-08 13:00,4704.032,50.0,0.0,None,-5.6,310.0,2.8
2019-01-08 14:00,4658.496,48.0,0.0,None,-5.9,322.0,2.8
2019-01-08 15:00,4720.255999999999,48.0,0.0,None,-6.1,314.0,2.5
2019-01-08 16:00,4679.744000000001,46.0,0.0,None,-6.4,333.0,1.7
2019-01-08 17:00,4514.016,48.0,0.0,None,-7.9,70.0,1.0
2019-01-08 18:00,1952.5120000000002,57.0,0.0,None,-7.4,19.0,1.8
2019-01-08 19:00,2393.672,63.0,0.0,None,-8.6,97.0,0.2
2019-01-08 20:00,2834.8320000000003,56.0,0.0,None,-7.1,320.0,1.3
2019-01-08 21:00,3275.992,59.0,0.0,None,-9.4,36.0,0.8
2019-01-08 22:00,3717.152,59.0,0.0,None,-9.2,43.0,1.2
2019-01-08 23:00,2719.744,52.0,0.0,None,-7.1,20.0,1.5
2019-01-09 00:00,2852.694,35.0,0.0,None,-5.3,5.0,1.2
2019-01-09 01:00,2985.6440000000002,28.0,0.0,None,-3.7,40.0,1.2
2019-01-09 02:00,3118.594,30.0,0.0,None,-2.9,35.0,1.2
2019-01-09 03:00,3251.5440000000003,27.0,0.0,None,-2.1,38.0,1.5
2019-01-09 04:00,3384.494,23.0,0.0,None,-0.9,45.0,1.3
2019-01-09 05:00,3517.4440000000004,22.0,0.0,None,-0.6,22.0,1.3
2019-01-09 06:00,3650.3940000000002,24.0,0.0,None,-0.6,355.0,1.3
2019-01-09 07:00,3783.344,28.0,0.0,None,-1.2,327.0,1.5
2019-01-09 08:00,3916.2940000000003,33.0,0.0,None,-1.9,304.0,1.5
2019-01-09 09:00,4049.2440000000006,35.0,0.0,None,-2.6,325.0,1.3
2019-01-09 10:00,4182.194,38.0,0.0,None,-3.4,319.0,1.5
2019-01-09 11:00,4315.144,44.0,0.0,None,-3.5,321.0,1.3
2019-01-09 12:00,4448.094,46.0,0.0,None,-3.7,320.0,1.2
2019-01-09 13:00,4581.044,48.0,0.0,None,-3.7,320.0,1.1
2019-01-09 14:00,4713.994000000001,50.0,0.0,None,-4.2,53.0,0.7
2019-01-09 15:00,4846.944,51.0,0.0,None,-3.6,313.0,1.1
2019-01-09 16:00,4777.696,45.0,0.0,None,-3.7,324.0,1.5
2019-01-09 17:00,4717.344,47.0,0.0,None,-4.1,50.0,0.7
2019-01-09 18:00,4501.952,47.0,0.0,None,-4.0,51.0,0.9
2019-01-09 19:00,4227.456,50.0,0.0,None,-4.3,84.0,0.6
2019-01-09 20:00,4023.488,53.0,0.0,None,-4.4,141.0,0.7
2019-01-09 21:00,4064.5759999999996,50.0,0.0,None,-3.6,89.0,0.6
2019-01-09 22:00,3776.5759999999996,49.0,0.0,None,-3.4,48.0,0.9
2019-01-09 23:00,3916.224,44.0,0.0,None,-2.8,65.0,0.6
2019-01-10 00:00,3881.92,38.0,0.0,None,-1.5,33.0,1.0
2019-01-10 01:00,3879.616,38.0,0.0,None,0.5,291.0,1.0
2019-01-10 02:00,3863.1040000000003,36.0,0.0,None,1.4,79.0,1.2
2019-01-10 03:00,3839.3920000000003,40.0,0.0,None,2.0,240.0,2.1
2019-01-10 04:00,3878.688,51.0,0.0,None,3.0,271.0,2.5
2019-01-10 05:00,4217.792,49.0,0.0,None,3.3,280.0,2.3
2019-01-10 06:00,4510.208,56.0,0.0,None,3.0,257.0,1.7
2019-01-10 07:00,5125.056,63.0,0.0,None,2.0,251.0,2.2
2019-01-10 08:00,5281.664000000001,71.0,0.0,None,1.7,288.0,1.4
2019-01-10 09:00,5160.704000000001,75.0,0.0,None,1.0,194.0,1.7
2019-01-10 10:00,4898.304,76.0,0.0,None,0.8,177.0,1.0
2019-01-10 11:00,4751.008,78.0,0.0,None,0.6,187.0,1.0
2019-01-10 12:00,4989.728,80.0,0.0,None,0.6,118.0,0.6
2019-01-10 13:00,5168.128,80.0,0.0,None,0.6,150.0,0.6
2019-01-10 14:00,4904.064,82.0,0.0,None,0.8,125.0,0.1
2019-01-10 15:00,4980.544,82.0,0.0,None,0.7,63.0,0.5
2019-01-10 16:00,4908.992,84.0,0.0,None,1.2,211.0,0.8
2019-01-10 17:00,4729.92,85.0,0.0,None,0.4,33.0,1.0
2019-01-10 18:00,4580.608,86.0,0.0,None,0.1,58.0,0.2
2019-01-10 19:00,4228.8640000000005,85.0,0.0,None,0.0,171.0,0.1
2019-01-10 20:00,4061.696,85.0,0.0,None,0.2,54.0,0.9
2019-01-10 21:00,4055.616,87.0,0.0,None,-0.1,42.0,0.8
2019-01-10 22:00,2900.3520000000003,85.0,0.0,None,-0.1,23.0,0.6
2019-01-10 23:00,2825.8559999999998,85.0,0.0,None,0.5,28.0,0.6
2019-01-11 00:00,2877.0559999999996,65.0,0.0,None,3.1,91.0,0.9
2019-01-11 01:00,2890.6240000000003,54.0,0.0,None,4.5,116.0,1.4
2019-01-11 02:00,2846.528,48.0,0.0,None,5.1,341.0,0.8
2019-01-11 03:00,2809.152,43.0,0.0,None,5.8,120.0,1.3
2019-01-11 04:00,2893.3759999999997,42.0,0.0,None,5.6,40.0,1.6
2019-01-11 05:00,4146.304,45.0,0.0,None,5.4,334.0,1.7
2019-01-11 06:00,4483.392,49.0,0.0,None,5.4,15.0,1.1
2019-01-11 07:00,4994.944,54.0,0.0,None,4.9,312.0,1.7
2019-01-11 08:00,5179.904,54.0,0.0,None,4.3,275.0,1.1
2019-01-11 09:00,5024.512,57.0,0.0,None,3.6,271.0,1.5
2019-01-11 10:00,4705.664000000001,63.0,0.0,None,2.5,355.0,0.8
2019-01-11 11:00,4511.36,67.0,0.0,None,1.8,338.0,1.0
2019-01-11 12:00,4597.312,72.0,0.0,None,0.0,15.0,0.2
2019-01-11 13:00,4641.984,71.0,0.0,None,0.6,38.0,1.0
2019-01-11 14:00,4550.08,72.0,0.0,None,0.2,9.0,0.2
2019-01-11 15:00,4555.008,69.0,0.0,None,1.1,324.0,1.4
2019-01-11 16:00,4466.816,69.0,0.0,None,0.4,334.0,0.5
2019-01-11 17:00,4281.024,71.0,0.0,None,0.4,267.0,0.2
2019-01-11 18:00,4168.192,69.0,0.0,None,1.0,333.0,0.9
2019-01-11 19:00,3837.888,71.0,0.0,None,0.9,351.0,0.9
2019-01-11 20:00,3666.112,71.0,0.0,None,1.0,334.0,0.9
2019-01-11 21:00,3660.4159999999997,73.0,0.0,None,0.2,66.0,0.2
2019-01-11 22:00,2745.472,73.0,0.0,None,0.7,354.0,1.2
2019-01-11 23:00,2657.9840000000004,71.0,0.0,None,1.1,355.0,1.0
2019-01-12 00:00,2685.952,61.0,0.0,None,2.5,22.0,0.9
2019-01-12 01:00,2695.9359999999997,48.0,0.0,None,4.3,6.0,0.9
2019-01-12 02:00,2714.752,40.0,0.0,None,5.5,347.0,1.7
2019-01-12 03:00,2710.528,39.0,0.0,None,6.0,288.0,1.6
2019-01-12 04:00,2706.56,37.0,0.0,None,6.9,19.0,1.0
2019-01-12 05:00,3522.88,36.0,0.0,None,6.7,349.0,2.8
2019-01-12 06:00,3866.6240000000003,44.0,0.0,None,5.1,274.0,3.1
2019-01-12 07:00,3617.0240000000003,54.0,0.0,None,4.1,268.0,3.3
2019-01-12 08:00,3511.1040000000003,56.0,0.0,None,3.3,291.0,1.7
2019-01-12 09:00,3429.12,58.0,0.0,None,2.1,269.0,1.5
2019-01-12 10:00,3099.968,66.0,0.0,None,2.3,342.0,1.2
2019-01-12 11:00,3005.44,68.0,0.0,None,-0.6,62.0,0.5
2019-01-12 12:00,3204.5440000000003,73.0,0.0,None,-1.6,48.0,0.5
2019-01-12 13:00,3161.472,78.0,0.0,None,-1.6,283.0,0.3
2019-01-12 14:00,3129.152,77.0,0.0,None,-2.0,37.0,1.3
2019-01-12 15:00,3313.472,81.0,0.0,None,-2.9,25.0,0.3
2019-01-12 16:00,3278.784,79.0,0.0,None,-2.8,55.0,0.5
2019-01-12 17:00,3160.384,84.0,0.0,None,-3.9,108.0,0.5
2019-01-12 18:00,3157.696,86.0,0.0,None,-3.5,60.0,0.8
2019-01-12 19:00,3012.16,86.0,0.0,None,-4.1,56.0,0.7
2019-01-12 20:00,3014.9120000000003,80.0,0.0,None,-4.6,53.0,0.4
2019-01-12 21:00,2844.2453333333337,84.0,0.0,None,-3.2,331.0,1.1
2019-01-12 22:00,2673.578666666667,86.0,0.0,None,-3.2,333.0,1.6
2019-01-12 23:00,2502.9120000000003,80.0,0.0,None,-2.6,4.0,1.3
2019-01-13 00:00,2580.736,65.0,0.0,None,-0.6,65.0,0.5
2019-01-13 01:00,2603.84,45.0,0.0,None,2.7,5.0,0.2
2019-01-13 02:00,2528.512,36.0,0.0,None,3.9,20.0,0.7
2019-01-13 03:00,2603.52,31.0,0.0,None,5.0,36.0,1.8
2019-01-13 04:00,2619.264,31.0,0.0,None,5.7,355.0,2.1
2019-01-13 05:00,2708.6079999999997,31.0,0.0,None,6.1,351.0,1.9
2019-01-13 06:00,2712.512,33.0,0.0,None,6.1,344.0,1.8
2019-01-13 07:00,2759.1040000000003,46.0,0.0,None,4.7,273.0,2.6
2019-01-13 08:00,2610.56,63.0,0.0,None,3.2,269.0,1.9
2019-01-13 09:00,2578.048,76.0,0.0,None,2.6,274.0,1.5
2019-01-13 10:00,2462.9120000000003,83.0,0.0,None,1.8,290.0,1.0
2019-01-13 11:00,2318.72,92.0,0.0,None,-0.4,25.0,0.2
2019-01-13 12:00,2283.008,90.0,0.0,None,-0.9,37.0,1.0
2019-01-13 13:00,2315.456,92.0,0.0,None,-1.5,120.0,0.1
2019-01-13 14:00,2380.16,93.0,0.0,None,-1.9,48.0,0.5
2019-01-13 15:00,2484.224,94.0,0.0,None,-2.5,37.0,0.9
2019-01-13 16:00,2679.296,95.0,0.0,None,-2.4,21.0,0.4
2019-01-13 17:00,2673.92,95.0,0.0,None,-2.4,22.0,0.9
2019-01-13 18:00,2687.8720000000003,96.0,0.0,None,-3.4,36.0,0.9
2019-01-13 19:00,2600.384,96.0,0.0,None,-4.4,0.0,0.0
2019-01-13 20:00,2603.84,95.0,0.0,None,-3.7,42.0,0.9
2019-01-13 21:00,2616.8320000000003,96.0,0.0,None,-3.1,23.0,0.3
2019-01-13 22:00,2575.808,96.0,0.0,None,-2.4,358.0,1.5
2019-01-13 23:00,2512.1279999999997,96.0,0.0,None,-1.9,358.0,0.5
2019-01-14 00:00,2436.16,94.0,0.0,None,-0.6,45.0,0.9
2019-01-14 01:00,2438.464,74.0,0.0,None,1.9,9.0,0.6
2019-01-14 02:00,2407.8720000000003,61.0,0.0,None,3.3,54.0,1.7
2019-01-14 03:00,2381.12,58.0,0.0,None,4.1,46.0,1.4
2019-01-14 04:00,2514.112,56.0,0.0,None,4.8,46.0,1.3
2019-01-14 05:00,4086.1440000000002,59.0,0.0,None,4.6,18.0,1.1
2019-01-14 06:00,4630.08,60.0,0.0,None,4.6,2.0,1.3
2019-01-14 07:00,5160.32,66.0,0.0,None,4.1,278.0,1.3
2019-01-14 08:00,5374.656,73.0,0.0,None,3.5,280.0,1.9
2019-01-14 09:00,5256.64,77.0,0.0,None,3.1,263.0,1.1
2019-01-14 10:00,4926.464,83.0,0.0,None,3.2,281.0,0.9
2019-01-14 11:00,4839.68,85.0,0.0,None,2.2,50.0,0.6
2019-01-14 12:00,4920.064,84.0,0.0,None,1.5,45.0,0.9
2019-01-14 13:00,4901.504,85.0,0.0,None,1.5,31.0,0.8
2019-01-14 14:00,4747.1359999999995,85.0,0.0,None,1.7,51.0,0.4
2019-01-14 15:00,4796.16,83.0,0.0,None,3.2,349.0,0.5
2019-01-14 16:00,4731.008,84.0,0.0,None,1.9,334.0,0.8
2019-01-14 17:00,4571.84,87.0,0.0,None,1.7,308.0,1.4
2019-01-14 18:00,4578.112,89.0,0.0,None,1.1,324.0,1.5
2019-01-14 19:00,4165.056,93.0,0.0,None,0.1,316.0,1.7
2019-01-14 20:00,3914.88,95.0,0.0,None,-0.4,324.0,1.8
2019-01-14 21:00,3826.688,96.0,0.0,None,-1.6,16.0,0.7
2019-01-14 22:00,2747.6479999999997,97.0,0.0,None,-1.2,276.0,1.1
2019-01-14 23:00,2630.9120000000003,95.0,0.0,None,-0.2,329.0,2.1
2019-01-15 00:00,2622.4,75.0,0.0,None,0.3,325.0,3.1
2019-01-15 01:00,2621.696,66.0,0.0,None,0.5,324.0,3.3
2019-01-15 02:00,2625.5359999999996,68.0,0.0,None,0.4,334.0,2.7
2019-01-15 03:00,2662.656,56.0,0.0,None,1.1,328.0,3.0
2019-01-15 04:00,2673.8559999999998,49.0,0.0,None,2.3,282.0,3.6
2019-01-15 05:00,4212.928,47.0,0.0,None,1.5,277.0,4.7
2019-01-15 06:00,4751.232,44.0,0.0,None,-0.4,275.0,4.2
2019-01-15 07:00,5345.151999999999,46.0,0.0,None,-1.4,298.0,3.9
2019-01-15 08:00,5234.496,42.0,0.0,None,-2.7,287.0,3.9
2019-01-15 09:00,5058.304,50.0,0.0,None,-4.2,328.0,4.7
2019-01-15 10:00,4879.616,56.0,0.0,None,-5.1,316.0,2.9
2019-01-15 11:00,4830.4,57.0,0.0,None,-5.4,322.0,3.4
2019-01-15 12:00,5066.1759999999995,59.0,0.0,None,-5.7,310.0,2.1
2019-01-15 13:00,4932.352,61.0,0.0,None,-5.8,310.0,2.4
2019-01-15 14:00,4745.472,61.0,0.0,None,-6.1,315.0,2.3
2019-01-15 15:00,4754.752,63.0,0.0,None,-6.3,311.0,2.6
